"","82-breast-1","82-brain-1","82-brain-2"
"MAPK14",0,22,34
"MAPK15",0,2,0
"MAPK1IP1L",7,144,236
"MAPK3",0,14,15
"MAPK4",0,0,0
"MAPK6",6,89,129
"MAPK7",0,4,11
"MAPK8",0,7,11
"MAPK8IP1",0,1,3
"MAPK8IP2",0,0,0
"MAPK8IP3",0,8,19
"MAPK9",0,16,19
"MAPKAP1",3,109,156
"MAPKAPK2",0,12,6
"MAPKAPK3",0,37,63
"MAPKAPK5",0,8,11
"MAPKBP1",0,12,17
"MAPRE1",13,207,353
"MAPRE2",1,80,139
"MAPRE3",0,2,8
"MAPT",0,5,1
"MAPT-AS1",0,0,0
"MAPT-IT1",0,0,0
"MARC1",1,7,6
"MARC2",0,15,14
"MARCH1",0,1,2
"MARCH10",0,0,0
"MARCH11",0,0,0
"MARCH2",2,22,19
"MARCH3",1,6,24
"MARCH4",0,0,0
"MARCH5",1,49,68
"MARCH6",3,122,205
"MARCH7",1,188,232
"MARCH8",0,0,2
"MARCH9",0,2,5
"MARCKS",0,64,40
"MARCKSL1",2,137,150
"MARCO",0,1,0
"MARK1",0,11,10
"MARK2",2,63,106
"MARK2P9",0,0,0
"MARK3",2,37,44
"MARK4",0,2,4
"MARS",2,157,274
"MARS2",0,24,49
"MARVELD1",0,0,1
"MARVELD2",3,82,171
"MARVELD3",5,105,152
"MAS1",0,0,0
"MAS1L",0,0,0
"MASP1",0,0,0
"MASP2",0,0,0
"MAST1",0,1,5
"MAST2",0,18,27
"MAST3",0,7,3
"MAST4",1,41,46
"MASTL",2,25,45
"MAT1A",0,0,0
"MAT2A",6,274,501
"MAT2B",6,82,174
"MATK",0,0,0
"MATL2963",0,3,5
"MATN1",0,0,0
"MATN2",6,12,35
"MATN3",0,0,0
"MATN4",0,0,1
"MATR3",6,313,419
"MAU2",3,67,151
"MAVS",6,219,323
"MAX",1,78,125
"MAZ",3,111,111
"MB",2,126,169
"MB21D1",0,0,0
"MB21D2",0,4,9
"MBD1",0,27,65
"MBD2",0,21,14
"MBD3",0,38,41
"MBD3L1",0,0,0
"MBD3L2",0,0,0
"MBD3L3",0,0,0
"MBD3L4",0,0,0
"MBD3L5",0,0,0
"MBD4",0,62,82
"MBD5",0,6,7
"MBD6",0,8,3
"MBIP",2,54,40
"MBL1P",0,0,0
"MBL2",0,0,0
"MBLAC1",0,3,4
"MBLAC2",0,18,30
"MBNL1",5,24,31
"MBNL2",3,83,99
"MBNL3",0,34,32
"MBOAT1",5,32,71
"MBOAT2",2,36,53
"MBOAT4",0,0,0
"MBOAT7",6,72,81
"MBP",0,2,1
"MBTD1",0,31,27
"MBTPS1",7,129,325
"MBTPS2",1,29,76
"MC1R",0,5,1
"MC2R",0,2,0
"MC3R",0,0,0
"MC4R",0,0,0
"MC5R",0,0,0
"MCAM",0,1,1
"MCART1",0,19,13
"MCART2",0,0,0
"MCART3P",0,0,0
"MCART6",0,1,2
"MCAT",0,7,18
"MCC",0,5,5
"MCCC1",1,53,81
"MCCC2",6,197,381
"MCCD1",0,0,0
"MCEE",0,49,63
"MCF2",0,0,0
"MCF2L",2,25,22
"MCF2L-AS1",0,3,2
"MCF2L2",0,1,1
"MCFD2",5,116,227
"MCHR1",0,0,0
"MCHR2",0,0,0
"MCL1",5,81,82
"MCM10",0,22,33
"MCM2",1,52,132
"MCM3",1,195,398
"MCM3AP",1,30,47
"MCM3AP-AS1",0,1,4
"MCM4",0,238,401
"MCM5",0,99,119
"MCM6",2,101,147
"MCM7",0,309,567
"MCM8",0,16,12
"MCM9",0,11,13
"MCMBP",0,24,20
"MCOLN1",2,5,20
"MCOLN2",0,3,5
"MCOLN3",0,0,0
"MCPH1",1,35,36
"MCRS1",5,136,160
"MCTP1",0,0,0
"MCTP2",0,0,0
"MCTS1",3,99,117
"MCU",2,20,48
"MDC1",2,20,37
"MDFI",0,1,1
"MDFIC",0,22,25
"MDGA1",0,0,0
"MDGA2",0,0,0
"MDH1",13,382,471
"MDH1B",0,2,4
"MDH2",32,1067,1629
"MDK",33,1732,2245
"MDM1",0,16,19
"MDM2",1,48,71
"MDM4",0,134,123
"MDN1",3,38,38
"MDP1",0,1,8
"MDS2",0,0,1
"ME1",0,0,0
"ME2",0,0,3
"ME3",0,0,0
"MEA1",5,175,186
"MEAF6",2,116,121
"MECOM",4,26,58
"MECP2",0,24,25
"MECR",2,96,141
"MED1",0,22,31
"MED10",3,61,72
"MED11",0,28,34
"MED12",0,20,29
"MED12L",0,1,0
"MED13",0,23,13
"MED13L",0,29,20
"MED14",1,37,29
"MED15",4,63,98
"MED16",2,26,69
"MED17",0,46,81
"MED18",1,31,59
"MED19",1,69,74
"MED20",0,54,131
"MED21",4,82,154
"MED22",0,42,112
"MED23",5,136,221
"MED24",1,53,92
"MED25",1,29,34
"MED26",0,9,4
"MED27",1,66,85
"MED28",1,63,77
"MED29",9,361,662
"MED30",0,19,30
"MED31",0,7,11
"MED4",7,246,286
"MED6",4,88,95
"MED7",0,44,55
"MED8",1,83,122
"MED9",2,38,96
"MEF2A",12,46,46
"MEF2B",0,0,0
"MEF2BNB",0,27,36
"MEF2BNB-MEF2B",0,0,0
"MEF2C",3,13,5
"MEF2D",0,12,16
"MEFV",0,3,4
"MEG3",0,0,0
"MEG8",0,0,0
"MEGF10",0,0,0
"MEGF11",0,0,0
"MEGF6",0,27,30
"MEGF8",0,6,6
"MEGF9",2,30,30
"MEI1",0,0,0
"MEIG1",0,0,0
"MEIS1",0,12,28
"MEIS2",1,6,6
"MEIS3",0,15,6
"MEIS3P1",0,16,22
"MELK",0,94,154
"MEMO1",0,25,35
"MEN1",4,46,87
"MEOX1",0,0,0
"MEOX2",0,0,0
"MEP1A",0,0,0
"MEP1B",0,0,0
"MEPCE",0,32,41
"MEPE",0,0,1
"MERTK",0,0,0
"MESDC1",0,3,3
"MESDC2",6,251,353
"MESP1",1,0,4
"MESP2",0,52,62
"MEST",0,102,139
"MESTIT1",0,2,3
"MET",4,68,122
"METAP1",1,66,82
"METAP1D",0,6,3
"METAP2",2,99,104
"METRN",0,10,2
"METRNL",0,21,19
"METTL1",3,69,61
"METTL10",2,24,41
"METTL11A",2,34,65
"METTL11B",0,0,0
"METTL12",0,4,8
"METTL13",5,138,281
"METTL14",1,40,38
"METTL15",0,26,34
"METTL16",0,31,39
"METTL17",1,95,144
"METTL18",0,18,24
"METTL19",0,18,43
"METTL20",0,2,9
"METTL21A",2,49,72
"METTL21B",1,22,48
"METTL21C",0,0,1
"METTL21CP1",0,0,0
"METTL21D",0,12,21
"METTL22",1,49,63
"METTL23",1,40,38
"METTL24",0,0,0
"METTL2A",0,16,22
"METTL2B",0,26,48
"METTL3",3,86,93
"METTL4",0,9,9
"METTL5",6,143,143
"METTL6",1,15,24
"METTL7A",2,76,143
"METTL7B",0,0,0
"METTL8",1,35,54
"METTL9",1,44,53
"MEX3A",0,24,9
"MEX3B",0,3,1
"MEX3C",0,10,5
"MEX3D",1,1,2
"MFAP1",17,107,179
"MFAP2",0,25,9
"MFAP3",0,29,48
"MFAP3L",0,0,0
"MFAP4",0,0,0
"MFAP5",0,0,0
"MFF",1,128,158
"MFGE8",0,0,0
"MFHAS1",0,2,1
"MFI2",0,0,0
"MFI2-AS1",0,1,1
"MFN1",2,31,44
"MFN2",4,86,266
"MFNG",0,0,0
"MFRP",0,0,0
"MFSD1",9,85,168
"MFSD10",4,186,251
"MFSD11",0,19,34
"MFSD12",0,11,10
"MFSD2A",3,92,187
"MFSD2B",0,0,0
"MFSD3",0,10,19
"MFSD4",0,1,4
"MFSD5",5,134,244
"MFSD6",5,63,52
"MFSD6L",0,2,2
"MFSD7",0,0,1
"MFSD8",4,62,59
"MFSD9",0,22,38
"MGA",1,68,83
"MGAM",2,3,17
"MGAT1",7,80,232
"MGAT2",2,19,65
"MGAT3",0,0,0
"MGAT4A",2,91,123
"MGAT4B",0,15,10
"MGAT4C",0,0,0
"MGAT5",2,14,10
"MGAT5B",0,0,0
"MGC12916",0,0,0
"MGC12982",0,0,2
"MGC14436",0,0,0
"MGC15885",0,0,0
"MGC16025",0,0,0
"MGC16121",0,0,0
"MGC16142",0,2,6
"MGC16275",0,0,0
"MGC16703",0,2,0
"MGC21881",0,32,49
"MGC23270",0,25,24
"MGC23284",0,4,4
"MGC27345",0,29,31
"MGC27382",0,0,0
"MGC2752",4,40,102
"MGC2889",0,0,0
"MGC34034",0,0,0
"MGC3771",0,2,2
"MGC39372",0,1,4
"MGC39584",0,0,0
"MGC4473",0,0,0
"MGC45800",0,0,0
"MGC45922",0,0,0
"MGC57346",1,2,6
"MGC70870",0,0,0
"MGC72080",0,13,16
"MGEA5",3,162,165
"MGLL",1,87,114
"MGMT",2,61,49
"MGP",5,4508,4180
"MGRN1",0,7,13
"MGST1",55,2199,2479
"MGST2",3,117,140
"MGST3",6,57,56
"MIA",0,0,0
"MIA-RAB4B",0,0,0
"MIA2",0,0,0
"MIA3",46,766,1126
"MIAT",0,0,1
"MIB1",0,17,12
"MIB2",0,2,2
"MICA",0,14,23
"MICAL1",1,22,20
"MICAL2",0,0,3
"MICAL3",0,10,15
"MICALCL",1,2,1
"MICALL1",0,6,7
"MICALL2",0,21,11
"MICB",0,1,6
"MICU1",4,97,124
"MID1",0,1,2
"MID1IP1",1,7,13
"MID2",0,20,19
"MIDN",0,26,14
"MIEN1",0,117,140
"MIER1",2,37,42
"MIER2",1,5,11
"MIER3",0,19,38
"MIF",0,0,0
"MIF4GD",0,32,47
"MIIP",0,23,30
"MILR1",0,0,2
"MIMT1",0,0,0
"MINA",3,36,38
"MINK1",0,7,12
"MINOS1",5,286,242
"MINPP1",0,25,34
"MIOS",1,49,85
"MIOX",0,0,0
"MIP",0,2,0
"MIPEP",4,128,254
"MIPOL1",0,28,40
"MIR1-1",0,0,0
"MIR1-2",0,1,0
"MIR100",0,0,0
"MIR100HG",0,0,0
"MIR101-1",0,0,0
"MIR101-2",0,0,0
"MIR103A1",0,0,0
"MIR103A2",0,0,0
"MIR103B1",0,0,0
"MIR103B2",0,0,0
"MIR105-1",0,0,0
"MIR105-2",0,0,0
"MIR106A",0,0,0
"MIR106B",0,0,0
"MIR107",0,0,0
"MIR10A",0,0,0
"MIR10B",0,0,0
"MIR1178",0,0,0
"MIR1179",0,0,0
"MIR1180",0,0,0
"MIR1181",0,0,0
"MIR1182",0,0,0
"MIR1184-1",0,0,0
"MIR1184-2",0,0,0
"MIR1184-3",0,0,0
"MIR1185-1",0,0,0
"MIR1185-2",0,0,0
"MIR1193",0,0,0
"MIR1197",0,0,0
"MIR1200",0,0,0
"MIR1203",0,0,0
"MIR1204",0,0,0
"MIR1205",0,0,0
"MIR1206",0,0,0
"MIR1207",0,0,0
"MIR1208",0,0,0
"MIR122",0,0,0
"MIR1224",0,0,0
"MIR1225",0,0,0
"MIR1226",0,0,0
"MIR1227",0,0,0
"MIR1228",0,0,0
"MIR1229",0,0,0
"MIR1231",0,0,0
"MIR1233-1",0,0,0
"MIR1233-2",0,0,0
"MIR1234",0,0,0
"MIR1236",0,0,0
"MIR1237",0,0,0
"MIR1238",0,0,0
"MIR124-1",0,0,0
"MIR124-2",0,0,0
"MIR124-3",0,0,0
"MIR1243",0,0,0
"MIR1244-1",0,0,0
"MIR1244-2",0,0,0
"MIR1244-3",0,0,0
"MIR1245A",0,0,0
"MIR1245B",0,0,0
"MIR1246",0,0,0
"MIR1247",0,0,0
"MIR1248",0,0,0
"MIR1249",0,0,0
"MIR1250",0,0,0
"MIR1251",0,0,0
"MIR1252",0,0,0
"MIR1253",0,0,0
"MIR1256",0,0,0
"MIR1257",0,0,0
"MIR1258",0,0,0
"MIR125A",0,0,0
"MIR125B1",0,0,0
"MIR125B2",0,0,0
"MIR126",0,0,0
"MIR1260A",0,0,0
"MIR1260B",0,0,0
"MIR1262",0,0,0
"MIR1264",0,0,0
"MIR1265",0,0,0
"MIR1266",0,0,0
"MIR127",0,0,0
"MIR1270-1",0,0,0
"MIR1270-2",0,0,0
"MIR1272",0,0,0
"MIR1275",0,0,0
"MIR1276",0,0,0
"MIR1277",0,0,0
"MIR1278",0,0,0
"MIR1279",0,0,0
"MIR128-1",0,0,0
"MIR128-2",0,0,0
"MIR1280",0,0,0
"MIR1281",0,0,0
"MIR1282",0,0,0
"MIR1283-1",0,0,0
"MIR1283-2",0,0,0
"MIR1284",0,0,0
"MIR1286",0,0,0
"MIR1287",0,0,0
"MIR1288",0,0,0
"MIR1289-2",0,0,0
"MIR129-1",0,0,0
"MIR129-2",0,0,0
"MIR1291",0,0,0
"MIR1292",0,0,0
"MIR1293",0,0,0
"MIR1295A",0,0,0
"MIR1296",0,0,0
"MIR1297",0,0,0
"MIR1298",0,0,0
"MIR1301",0,0,0
"MIR1304",0,1,0
"MIR1305",0,0,0
"MIR1306",0,0,0
"MIR1307",0,0,0
"MIR130A",0,0,0
"MIR130B",0,0,0
"MIR132",0,0,0
"MIR1322",0,0,0
"MIR1323",0,0,0
"MIR1324",0,0,0
"MIR133A1",0,0,0
"MIR133A2",0,0,0
"MIR133B",0,0,0
"MIR134",0,0,0
"MIR1343",0,0,0
"MIR135A1",0,0,0
"MIR135A2",0,0,0
"MIR135B",0,0,0
"MIR136",0,0,0
"MIR137",0,0,0
"MIR137HG",0,0,0
"MIR138-1",0,0,0
"MIR138-2",0,0,0
"MIR139",0,0,0
"MIR140",0,0,0
"MIR141",0,0,1
"MIR142",0,0,0
"MIR143",0,0,0
"MIR143HG",0,6,5
"MIR144",0,0,0
"MIR145",0,0,0
"MIR1468",0,0,0
"MIR1469",0,0,0
"MIR146A",0,0,0
"MIR146B",0,0,0
"MIR1470",0,0,0
"MIR1471",0,0,0
"MIR147A",0,0,0
"MIR147B",0,0,0
"MIR148A",0,0,0
"MIR148B",0,0,0
"MIR149",0,0,0
"MIR150",0,0,0
"MIR152",0,0,0
"MIR153-1",0,0,0
"MIR153-2",0,0,0
"MIR1537",0,0,0
"MIR1538",0,0,0
"MIR1539",0,0,0
"MIR154",0,0,0
"MIR155",0,0,0
"MIR155HG",0,0,0
"MIR15A",0,0,0
"MIR15B",0,0,0
"MIR16-1",0,0,0
"MIR16-2",0,0,0
"MIR17",0,0,0
"MIR17HG",0,2,3
"MIR181A1",0,0,0
"MIR181A2",0,0,0
"MIR181A2HG",0,3,1
"MIR181B1",0,1,0
"MIR181B2",0,0,0
"MIR181C",0,0,0
"MIR181D",0,0,0
"MIR182",0,0,0
"MIR1827",0,0,0
"MIR183",0,0,0
"MIR184",0,0,0
"MIR185",0,0,0
"MIR186",0,0,0
"MIR187",0,0,0
"MIR188",0,0,0
"MIR18A",0,0,0
"MIR18B",0,0,0
"MIR1908",0,0,0
"MIR1909",0,0,0
"MIR190A",0,0,0
"MIR190B",0,0,0
"MIR191",0,0,0
"MIR1910",0,0,0
"MIR1911",0,0,0
"MIR1912",0,0,0
"MIR1913",0,0,0
"MIR1914",0,0,0
"MIR1915",0,0,0
"MIR192",0,0,0
"MIR193A",0,0,0
"MIR193B",0,0,0
"MIR194-1",0,0,0
"MIR194-2",0,0,0
"MIR195",0,0,0
"MIR196A1",0,0,0
"MIR196A2",0,0,0
"MIR196B",0,0,0
"MIR197",0,0,0
"MIR1972-1",0,0,0
"MIR1972-2",0,0,0
"MIR1973",0,0,0
"MIR1976",0,0,0
"MIR198",0,0,0
"MIR199A1",0,0,0
"MIR199A2",0,0,0
"MIR199B",0,0,0
"MIR19A",0,0,0
"MIR19B1",0,0,0
"MIR19B2",0,0,0
"MIR200A",0,0,0
"MIR200B",0,0,0
"MIR200C",0,0,0
"MIR202",0,0,0
"MIR203",0,0,0
"MIR204",0,0,0
"MIR205",0,0,0
"MIR2052",0,0,0
"MIR2053",0,0,0
"MIR2054",0,0,0
"MIR205HG",1,94,82
"MIR206",0,0,0
"MIR208A",0,0,0
"MIR208B",0,0,0
"MIR20A",0,0,0
"MIR20B",0,0,0
"MIR21",0,0,0
"MIR210",0,0,0
"MIR210HG",2,28,14
"MIR211",0,0,0
"MIR2110",0,0,0
"MIR2113",0,0,0
"MIR2114",0,0,0
"MIR2116",0,0,0
"MIR2117",0,0,0
"MIR212",0,0,0
"MIR214",0,0,0
"MIR215",0,0,0
"MIR216A",0,0,0
"MIR216B",0,0,0
"MIR217",0,0,0
"MIR218-1",0,0,0
"MIR218-2",0,0,0
"MIR219-1",0,0,0
"MIR219-2",0,0,0
"MIR22",0,0,0
"MIR221",0,0,0
"MIR222",0,0,0
"MIR223",0,0,0
"MIR2276",0,0,0
"MIR2277",0,0,0
"MIR2278",0,0,0
"MIR22HG",0,4,7
"MIR2355",0,0,0
"MIR2392",0,0,0
"MIR23A",0,0,0
"MIR23B",0,0,0
"MIR23C",0,0,0
"MIR24-1",0,0,0
"MIR24-2",0,0,0
"MIR2467",0,0,0
"MIR25",0,0,0
"MIR2681",0,0,0
"MIR2682",0,0,0
"MIR26A1",0,0,0
"MIR26A2",0,0,0
"MIR26B",0,0,0
"MIR27A",0,0,0
"MIR27B",0,0,0
"MIR2861",0,0,0
"MIR2909",0,0,0
"MIR296",0,0,0
"MIR2964A",0,0,0
"MIR298",0,0,0
"MIR299",0,0,0
"MIR29A",0,0,0
"MIR29B1",0,0,0
"MIR29B2",0,0,0
"MIR29C",0,0,0
"MIR300",0,0,0
"MIR301A",0,0,0
"MIR301B",0,0,0
"MIR302A",0,0,0
"MIR302B",0,0,1
"MIR302C",0,0,0
"MIR302D",0,0,0
"MIR302F",0,0,0
"MIR3064",0,0,0
"MIR3065",0,0,0
"MIR3074",0,0,0
"MIR30A",0,0,0
"MIR30B",0,0,0
"MIR30C1",0,0,0
"MIR30C2",0,0,0
"MIR30D",0,0,0
"MIR30E",0,0,0
"MIR31",0,0,0
"MIR3115",0,0,0
"MIR3117",0,0,0
"MIR3119-1",0,0,0
"MIR3119-2",0,0,0
"MIR3120",0,0,0
"MIR3121",0,0,0
"MIR3122",0,0,0
"MIR3123",0,0,0
"MIR3124",0,0,0
"MIR3125",0,0,0
"MIR3126",0,0,0
"MIR3127",0,0,0
"MIR3128",0,0,0
"MIR3129",0,0,0
"MIR3130-1",0,0,0
"MIR3130-2",0,0,0
"MIR3131",0,0,0
"MIR3132",0,0,0
"MIR3134",0,0,0
"MIR3136",0,0,0
"MIR3138",0,0,0
"MIR3140",0,0,0
"MIR3141",0,0,0
"MIR3142",0,0,0
"MIR3143",0,0,0
"MIR3145",0,0,0
"MIR3146",0,0,0
"MIR3147",0,0,0
"MIR3148",0,0,0
"MIR3150A",0,0,0
"MIR3150B",0,0,0
"MIR3151",0,0,0
"MIR3152",0,0,0
"MIR3153",0,0,0
"MIR3154",0,0,0
"MIR3155A",0,0,0
"MIR3155B",0,0,0
"MIR3156-1",0,0,0
"MIR3156-2",0,0,0
"MIR3156-3",0,0,0
"MIR3157",0,0,0
"MIR3158-1",0,0,0
"MIR3158-2",0,0,0
"MIR3160-1",0,0,0
"MIR3160-2",0,0,0
"MIR3162",0,0,0
"MIR3165",0,0,0
"MIR3167",0,0,0
"MIR3169",0,0,0
"MIR3170",0,0,0
"MIR3173",0,0,0
"MIR3175",0,0,0
"MIR3176",0,0,0
"MIR3177",0,0,0
"MIR3178",0,0,0
"MIR3179-1",0,0,0
"MIR3179-2",0,0,0
"MIR3179-3",0,0,0
"MIR3180-1",0,0,0
"MIR3180-2",0,0,0
"MIR3180-3",0,0,0
"MIR3180-4",0,0,0
"MIR3180-5",0,0,0
"MIR3182",0,0,0
"MIR3183",0,0,0
"MIR3184",0,0,0
"MIR3185",0,0,0
"MIR3186",0,0,0
"MIR3187",0,0,0
"MIR3188",0,0,0
"MIR3189",0,0,0
"MIR3190",0,0,0
"MIR3191",0,0,0
"MIR3192",0,0,0
"MIR3193",0,0,0
"MIR3194",0,0,0
"MIR3196",0,0,0
"MIR3197",0,0,0
"MIR3198-1",0,0,0
"MIR3198-2",0,0,0
"MIR3199-1",0,0,0
"MIR3199-2",0,0,0
"MIR31HG",0,0,0
"MIR32",0,0,0
"MIR3200",0,0,0
"MIR3201",0,0,0
"MIR3202-1",0,0,0
"MIR3202-2",0,0,0
"MIR320A",0,0,0
"MIR320B1",0,0,0
"MIR320B2",0,0,0
"MIR320C1",0,0,0
"MIR320C2",0,0,0
"MIR320D1",0,0,0
"MIR320D2",0,0,0
"MIR320E",0,0,0
"MIR323A",0,0,0
"MIR323B",0,0,0
"MIR324",0,0,0
"MIR326",0,0,0
"MIR328",0,0,0
"MIR329-1",0,0,0
"MIR329-2",0,0,0
"MIR330",0,0,0
"MIR331",0,0,0
"MIR335",0,0,0
"MIR337",0,0,0
"MIR338",0,0,0
"MIR339",0,0,0
"MIR33A",0,0,0
"MIR33B",0,0,0
"MIR340",0,0,0
"MIR345",0,0,0
"MIR346",0,0,0
"MIR34A",0,0,0
"MIR34B",0,0,0
"MIR34C",0,0,0
"MIR3529",0,0,0
"MIR3545",0,0,0
"MIR3591",0,0,0
"MIR3605",0,0,0
"MIR3606",0,0,0
"MIR3607",0,0,0
"MIR3609",0,0,0
"MIR3610",0,0,0
"MIR3612",0,0,0
"MIR3613",0,0,0
"MIR3614",0,0,0
"MIR3615",0,0,0
"MIR3616",0,0,0
"MIR3618",0,0,0
"MIR3619",0,0,0
"MIR362",0,0,0
"MIR3620",0,0,0
"MIR3621",0,0,0
"MIR3622A",0,0,0
"MIR3622B",0,0,0
"MIR363",0,0,0
"MIR3646",0,0,0
"MIR3648",0,0,0
"MIR3649",0,0,0
"MIR3650",0,0,0
"MIR3651",0,0,0
"MIR3652",0,0,0
"MIR3653",0,0,0
"MIR3654",0,0,0
"MIR3655",0,0,0
"MIR3656",0,0,0
"MIR3658",0,0,0
"MIR3659",0,0,0
"MIR365A",0,0,0
"MIR365B",0,0,0
"MIR3660",0,0,0
"MIR3661",0,0,0
"MIR3662",0,0,0
"MIR3663",0,0,0
"MIR3664",0,0,0
"MIR3665",0,0,0
"MIR3666",0,0,0
"MIR3668",0,0,0
"MIR367",0,0,0
"MIR3671",0,0,0
"MIR3675",0,0,0
"MIR3676",0,0,0
"MIR3677",0,0,0
"MIR3678",0,0,0
"MIR3679",0,0,0
"MIR3680-1",0,0,0
"MIR3682",0,0,0
"MIR3684",0,0,0
"MIR3685",0,0,0
"MIR3687",0,0,0
"MIR3688-1",0,0,0
"MIR3688-2",0,0,0
"MIR3689A",0,0,0
"MIR3689B",0,0,0
"MIR3689C",0,0,0
"MIR3689D1",0,0,0
"MIR3689D2",0,0,0
"MIR3689E",0,0,0
"MIR3689F",0,0,0
"MIR369",0,0,0
"MIR3690",0,0,0
"MIR3691",0,0,0
"MIR3692",0,0,0
"MIR3714",0,0,0
"MIR371A",0,0,0
"MIR371B",0,0,0
"MIR372",0,0,0
"MIR373",0,0,0
"MIR374A",0,0,0
"MIR374B",0,0,0
"MIR374C",0,0,0
"MIR375",0,0,0
"MIR376A1",0,0,0
"MIR376A2",0,0,0
"MIR376B",0,0,0
"MIR376C",0,0,0
"MIR377",0,0,0
"MIR378C",0,0,0
"MIR378D1",0,0,0
"MIR378D2",0,0,0
"MIR378E",0,0,0
"MIR378F",0,0,0
"MIR379",0,0,0
"MIR380",0,0,0
"MIR381",0,0,0
"MIR382",0,0,0
"MIR383",0,0,0
"MIR384",0,0,0
"MIR3907",0,0,0
"MIR3908",0,0,0
"MIR3909",0,0,0
"MIR3910-1",0,0,0
"MIR3910-2",0,0,0
"MIR3911",0,0,0
"MIR3912",0,0,0
"MIR3913-1",0,0,0
"MIR3913-2",0,0,0
"MIR3914-1",0,0,0
"MIR3914-2",0,0,0
"MIR3916",0,0,0
"MIR3917",0,0,0
"MIR3918",0,0,0
"MIR3919",0,0,0
"MIR3920",0,0,0
"MIR3921",0,0,0
"MIR3922",0,0,0
"MIR3924",0,0,0
"MIR3925",0,0,0
"MIR3926-1",0,0,0
"MIR3926-2",0,0,0
"MIR3928",0,0,0
"MIR3935",0,0,0
"MIR3936",0,0,0
"MIR3938",0,0,0
"MIR3939",0,0,0
"MIR3940",0,0,0
"MIR3941",0,0,0
"MIR3942",0,0,0
"MIR3943",0,0,0
"MIR3944",0,0,0
"MIR3945",0,0,0
"MIR3960",0,0,0
"MIR3973",0,0,0
"MIR3974",0,0,0
"MIR3975",0,0,0
"MIR3976",0,0,0
"MIR3977",0,0,0
"MIR3978",0,0,0
"MIR409",0,0,0
"MIR410",0,0,0
"MIR411",0,0,0
"MIR412",0,0,0
"MIR421",0,0,0
"MIR423",0,0,0
"MIR424",0,0,0
"MIR425",0,0,0
"MIR4251",0,0,0
"MIR4252",0,0,0
"MIR4253",0,0,0
"MIR4254",0,0,0
"MIR4255",0,0,0
"MIR4256",0,0,0
"MIR4257",0,0,0
"MIR4258",0,0,0
"MIR4260",0,0,0
"MIR4261",0,0,0
"MIR4262",0,0,0
"MIR4263",0,0,1
"MIR4264",0,0,0
"MIR4265",0,0,0
"MIR4266",0,0,0
"MIR4267",0,0,0
"MIR4268",0,0,0
"MIR4269",0,0,0
"MIR4270",0,0,0
"MIR4271",0,0,0
"MIR4272",0,0,0
"MIR4273",0,0,0
"MIR4274",0,0,0
"MIR4275",0,0,0
"MIR4276",0,0,0
"MIR4277",0,0,0
"MIR4278",0,0,0
"MIR4279",0,0,0
"MIR4280",0,0,0
"MIR4281",0,0,0
"MIR4282",0,0,0
"MIR4283-1",0,0,0
"MIR4283-2",0,0,0
"MIR4284",0,0,0
"MIR4285",0,0,0
"MIR4287",0,0,0
"MIR4288",0,0,0
"MIR4289",0,0,0
"MIR429",0,0,0
"MIR4290",0,0,0
"MIR4291",0,0,0
"MIR4292",0,0,0
"MIR4294",0,0,0
"MIR4295",0,0,0
"MIR4296",0,0,0
"MIR4297",0,0,0
"MIR4298",0,0,0
"MIR4299",0,0,0
"MIR4300",0,0,0
"MIR4301",0,0,0
"MIR4302",0,0,0
"MIR4303",0,0,0
"MIR4304",0,0,0
"MIR4305",0,0,0
"MIR4306",0,0,0
"MIR4307",0,0,0
"MIR4308",0,0,0
"MIR4309",0,0,0
"MIR431",0,0,0
"MIR4310",0,0,0
"MIR4311",0,0,0
"MIR4312",0,0,0
"MIR4313",0,0,0
"MIR4314",0,0,0
"MIR4315-1",0,0,0
"MIR4315-2",0,0,0
"MIR4316",0,0,0
"MIR4317",0,0,0
"MIR4318",0,0,0
"MIR4319",0,0,0
"MIR432",0,0,0
"MIR4320",0,0,0
"MIR4321",0,0,0
"MIR4322",0,0,0
"MIR4323",0,0,0
"MIR4324",0,0,0
"MIR4325",0,0,0
"MIR4326",0,0,0
"MIR4327",0,0,0
"MIR4328",0,0,0
"MIR4329",0,0,0
"MIR433",0,0,0
"MIR4330",0,0,0
"MIR4417",0,0,0
"MIR4420",0,0,0
"MIR4422",0,0,0
"MIR4423",0,0,0
"MIR4424",0,0,0
"MIR4426",0,0,0
"MIR4427",0,0,0
"MIR4429",0,0,0
"MIR4432",0,0,0
"MIR4434",0,0,0
"MIR4435-1",0,0,0
"MIR4435-2",0,0,0
"MIR4436A",0,0,0
"MIR4436B1",0,0,0
"MIR4437",0,0,0
"MIR4439",0,0,0
"MIR4440",0,0,0
"MIR4441",0,0,0
"MIR4442",0,0,0
"MIR4443",0,0,0
"MIR4444-1",0,0,0
"MIR4446",0,0,0
"MIR4449",0,0,0
"MIR4450",0,0,0
"MIR4451",0,0,0
"MIR4453",0,0,0
"MIR4454",0,0,0
"MIR4456",0,0,0
"MIR4457",0,0,0
"MIR4458",0,0,0
"MIR4460",0,0,0
"MIR4461",7,270,208
"MIR4462",0,0,0
"MIR4464",0,0,0
"MIR4465",0,0,0
"MIR4466",0,0,0
"MIR4467",0,0,0
"MIR4468",0,0,0
"MIR4469",0,0,0
"MIR4470",0,0,0
"MIR4471",0,0,0
